word,reading_hira
成就,じょうじゅ
同棲,どうせい
根付く,ねづく
根づく,ねづく
縛り付ける,しばりつける
縛りつける,しばりつける
年老いる,としおいる
改まる,あらたまる
上映,じょうえい
不運,ふうん
印鑑,いんかん
着替え,きがえ
通貨,つうか
切り替え,きりかえ
宅地,たくち
肛門,こうもん
長続き,ながつづき
己等,おいら
暗記,あんき
翻す,ひるがえす
未婚,みこん
外資,がいし
総体,そうたい
末尾,まつび
行儀,ぎょうぎ
教皇,きょうこう
非行,ひこう
手引き,てびき
上限,じょうげん
祈願,きがん
編入,へんにゅう
仲良し,なかよし
注釈,ちゅうしゃく
激化,げきか
笑い声,わらいごえ
決め手,きめて
往生,おうじょう
人脈,じんみゃく
愛しい,いとしい
君臨,くんりん
官邸,かんてい
両腕,りょううで
引き立てる,ひきたてる
裏面,りめん
浴室,よくしつ
諭す,さとす
駆り立てる,かりたてる
弁える,わきまえる
装着,そうちゃく
移入,いにゅう
屈する,くっする
水上,すいじょう
町長,ちょうちょう
食後,しょくご
見習う,みならう
拡充,かくじゅう
朧,おぼろ
勘弁,かんべん
損ねる,そこねる
劣等,れっとう
本性,ほんしょう
球,きゅう
領収,りょうしゅう
然様,さよう
狂気,きょうき
騎,き
気侭,きまま
気まま,きまま
酵素,こうそ
三味,しゃみ
悪夢,あくむ
発現,はつげん
焦り,あせり
探求,たんきゅう
群がる,むらがる
美学,びがく
ｉｐ,あいぴー
ＩＰ,あいぴー
新郎,しんろう
矢先,やさき
正座,せいざ
頼もしい,たのもしい
触れ合う,ふれあう
事由,じゆう
続出,ぞくしゅつ
悔やむ,くやむ
例え,たとえ
趣向,しゅこう
剥がれる,はがれる
大砲,たいほう
答申,とうしん
打開,だかい
本店,ほんてん
暴行,ぼうこう
利潤,りじゅん
叩き込む,たたきこむ
たたき込む,たたきこむ
足場,あしば
中鱻中学校,ちゅう
中-中学校,ちゅう
気配り,きくばり
序文,じょぶん
戒める,いましめる
口癖,くちぐせ
口ぐせ,くちぐせ
燥ぐ,はしゃぐ
公安,こうあん
機体,きたい
滞る,とどこおる
苦心,くしん
周到,しゅうとう
引き止める,ひきとめる
引き留める,ひきとめる
電,でん
標的,ひょうてき
質素,しっそ
撤廃,てっぱい
大々,だいだい
近親,きんしん
挑発,ちょうはつ
弁解,べんかい
好評,こうひょう
牙,きば
案の定,あんのじょう
宰相,さいしょう
尽力,じんりょく
持てる,もてる
寛大,かんだい
引き締まる,ひきしまる
住み着く,すみつく
住みつく,すみつく
明細,めいさい
効能,こうのう
同日,どうじつ
頑な,かたくな
古墳,こふん
破損,はそん
口紅,くちべに
紛れる,まぎれる
領地,りょうち
簡素,かんそ
飲酒,いんしゅ
電信,でんしん
補強,ほきょう
暴く,あばく
一身,いっしん
最寄り,もより
慣れ,なれ
国旗,こっき
北上,ほくじょう
垣,かき
城主,じょうしゅ
儲け,もうけ
遠退く,とおのく
遠のく,とおのく
手口,てぐち
滲み出る,にじみでる
にじみ出る,にじみでる
人名,じんめい
万能,ばんのう
草履,ぞうり
如来,にょらい
防災,ぼうさい
並木,なみき
鴇,とき
卑怯,ひきょう
判事,はんじ
売り出す,うりだす
従順,じゅうじゅん
物的,ぶってき
点在,てんざい
襞,ひだ
電磁,でんじ
学芸,がくげい
痔,じ
光沢,こうたく
配下,はいか
人件,じんけん
好物,こうぶつ
褐色,かっしょく
北東,ほくとう
頂,いただき
侵す,おかす
同業,どうぎょう
召し使い,めしつかい
張り切る,はりきる
賛同,さんどう
散乱,さんらん
燃え上がる,もえあがる
手書き,てがき
発祥,はっしょう
稲荷,いなり
嘸,さぞ
迎え入れる,むかえいれる
締め付ける,しめつける
締めつける,しめつける
指向,しこう
分かつ,わかつ
導き出す,みちびきだす
球団,きゅうだん
癒し,いやし
登用,とうよう
申,さる
横顔,よこがお
謀反,むほん
殿下,でんか
祝福,しゅくふく
掟,おきて
深層,しんそう
薬剤,やくざい
鷲,わし
列強,れっきょう
水着,みずぎ
揺れ動く,ゆれうごく
減額,げんがく
紙幣,しへい
下品,げひん
北米,ほくべい
独り言,ひとりごと
攫う,さらう
現物,げんぶつ
死骸,しがい
鰹,かつお
手記,しゅき
紋,もん
画する,かくする
測量,そくりょう
政令,せいれい
圧,あつ
同窓,どうそう
心当たり,こころあたり
本件,ほんけん
埋め込む,うめこむ
内装,ないそう
揺る,ゆる
雑談,ざつだん
海域,かいいき
屋外,おくがい
駆除,くじょ
定価,ていか
占拠,せんきょ
伝播,でんぱ
熱気,ねっき
後援,こうえん
撤回,てっかい
裁量,さいりょう
ｌａｎ,らん
ＬＡＮ,らん
右足,みぎあし
見せ掛ける,みせかける
見せかける,みせかける
強行,きょうこう
燃焼,ねんしょう
兜,かぶと
落葉,らくよう
為替,かわせ
結,けつ
減,げん
恐る恐る,おそるおそる
家々,いえいえ
引き上げ,ひきあげ
生憎,あいにく
目印,めじるし
温まる,あたたまる
高まり,たかまり
別個,べっこ
強硬,きょうこう
先導,せんどう
草子,そうし
縫い包み,ぬいぐるみ
縫いぐるみ,ぬいぐるみ
収縮,しゅうしゅく
波動,はどう
結束,けっそく
遊,ゆう
病死,びょうし
黙々,もくもく
在学,ざいがく
身形,みなり
身なり,みなり
裏付け,うらづけ
蝙蝠,こうもり
書き留める,かきとめる
書きとめる,かきとめる
書式,しょしき
再発,さいはつ
音色,ねいろ
封,ふう
磁気,じき
分泌,ぶんぴつ
慰謝,いしゃ
野外,やがい
警報,けいほう
持て成す,もてなす
音響,おんきょう
定員,ていいん
寝床,ねどこ
だらし無い,だらしない
開花,かいか
鬱陶しい,うっとうしい
棘,とげ
西方,せいほう
月日,つきひ
異変,いへん
港湾,こうわん
叩き,たたき
誘発,ゆうはつ
花束,はなたば
無茶,むちゃ
盲目,もうもく
遣っ付ける,やっつける
採択,さいたく
両端,りょうたん
前途,ぜんと
起用,きよう
苦闘,くとう
搾取,さくしゅ
舅,しゅうと
白色,はくしょく
全滅,ぜんめつ
王妃,おうひ
乾,かん
張り上げる,はりあげる
要員,よういん
当地,とうち
笹,ささ
透ける,すける
下水,げすい
奥行き,おくゆき
修羅,しゅら
容れる,いる
覚え書き,おぼえがき
信徒,しんと
蔦,つた
中傷,ちゅうしょう
当主,とうしゅ
傷害,しょうがい
人身,じんしん
手頃,てごろ
手ごろ,てごろ
補正,ほせい
ｏｂ,おーびー
ＯＢ,おーびー
硬化,こうか
布告,ふこく
難解,なんかい
査定,さてい
草木,くさき
木立ち,こだち
木立,こだち
挙る,こぞる
上旬,じょうじゅん
大理,だいり
山葵,わさび
構内,こうない
鶴,つる
混沌,こんとん
右腕,みぎうで
無邪気,むじゃき
地表,ちひょう
有数,ゆうすう
仕上がる,しあがる
妊婦,にんぷ
法制,ほうせい
再三,さいさん
肥大,ひだい
蜜,みつ
野党,やとう
居所,きょしょ
財界,ざいかい
臓器,ぞうき
噛み付く,かみつく
かみ付く,かみつく
表彰,ひょうしょう
翳す,かざす
参列,さんれつ
叩き付ける,たたきつける
たたき付ける,たたきつける
指し示す,さししめす
湧き上がる,わきあがる
わき上がる,わきあがる
刈る,かる
袂,たもと
流布,るふ
先取り,さきどり
先々,さきざき
根幹,こんかん
住処,すみか
辞任,じにん
水夫,すいふ
乗車,じょうしゃ
長閑,のどか
内在,ないざい
小切手,こぎって
破棄,はき
太政,だいじょう
後任,こうにん
真珠,しんじゅ
新品,しんぴん
下降,かこう
八方,はっぽう
満月,まんげつ
竹の子,たけのこ
急遽,きゅうきょ
塩分,えんぶん
投影,とうえい
裸足,はだし
難問,なんもん
能動,のうどう
公社,こうしゃ
左足,ひだりあし
運び,はこび
仰天,ぎょうてん
煙突,えんとつ
開き直る,ひらきなおる
打ち切る,うちきる
主宰,しゅさい
企む,たくらむ
替わる,かわる
一声,ひとこえ
ひと声,ひとこえ
条文,じょうぶん
一撃,いちげき
新田,しんでん
垣根,かきね
破裂,はれつ
鉛,なまり
交錯,こうさく
付随,ふずい
小船,こぶね
無能,むのう
度胸,どきょう
直し,なおし
絶頂,ぜっちょう
広々,ひろびろ
珍,ちん
震え,ふるえ
没落,ぼつらく
樟,くすのき
停,てい
階下,かいか
押し潰す,おしつぶす
押しつぶす,おしつぶす
世辞,せじ
閉塞,へいそく
定型,ていけい
寺社,じしゃ
御八つ,おやつ
地代,じだい
精度,せいど
悠々,ゆうゆう
古本,ふるほん
遺物,いぶつ
園芸,えんげい
一因,いちいん
菩薩,ぼさつ
早める,はやめる
和平,わへい
箇年,かねん
カ年,かねん
突き出る,つきでる
金儲け,かねもうけ
金もうけ,かねもうけ
門前,もんぜん
焚き火,たきび
たき火,たきび
大晦日,おおみそか
大みそか,おおみそか
躊躇い,ためらい
和らぐ,やわらぐ
飢餓,きが
超過,ちょうか
刷り,すり
信条,しんじょう
迂回,うかい
う回,うかい
母屋,おもや
寒気,さむけ
教義,きょうぎ
欠席,けっせき
報いる,むくいる
除,じょ
墜落,ついらく
王女,おうじょ
代官,だいかん
法華,ほけ
腹立たしい,はらだたしい
醸し出す,かもしだす
かもし出す,かもしだす
勇敢,ゆうかん
王家,おうけ
聞き手,ききて
製薬,せいやく
葉っぱ,はっぱ
荒々しい,あらあらしい
念願,ねんがん
納言,なごん
打ち破る,うちやぶる
手取り,てどり
麻,あさ
高熱,こうねつ
冷ややか,ひややか
書状,しょじょう
官軍,かんぐん
台無し,だいなし
激励,げきれい
慰め,なぐさめ
脛,すね
新年,しんねん
守,（の）かみ
隊員,たいいん
陸地,りくち
多用,たよう
付き物,つきもの
付きもの,つきもの
部位,ぶい
定番,ていばん
飛び散る,とびちる
睨み付ける,にらみつける
本稿,ほんこう
呪術,じゅじゅつ
不吉,ふきつ
銀色,ぎんいろ
病名,びょうめい
生き残り,いきのこり
見比べる,みくらべる
弱める,よわめる
南米,なんべい
梅雨,つゆ
落胆,らくたん
狂,きょう
頭巾,ずきん
機密,きみつ
飲み屋,のみや
若々しい,わかわかしい
孝行,こうこう
私有,しゆう
此方側,こちらがわ
こちら側,こちらがわ
申し入れる,もうしいれる
呪う,のろう
一派,いっぱ
公布,こうふ
掘り出す,ほりだす
自問,じもん
石器,せっき
草鞋,わらじ
庇護,ひご
居合わせる,いあわせる
男爵,だんしゃく
党員,とういん
嵩む,かさむ
中高年,ちゅうこうねん
甘やかす,あまやかす
網羅,もうら
不備,ふび
人道,じんどう
仕来り,しきたり
旬,しゅん
駆け寄る,かけよる
熟知,じゅくち
競り,せり
幾何,きか
入金,にゅうきん
早口,はやくち
閣僚,かくりょう
未亡人,みぼうじん
内蔵,ないぞう
界隈,かいわい
こびり付く,こびりつく
火燵,こたつ
治癒,ちゆ
母国,ぼこく
無垢,むく
遺憾,いかん
働き掛け,はたらきかけ
働きかけ,はたらきかけ
ｉｃ,あいしー
ＩＣ,あいしー
細分,さいぶん
上皇,じょうこう
呼び起こす,よびおこす
怪,かい
又々,またまた
宣教,せんきょう
絶大,ぜつだい
胡座,あぐら
断然,だんぜん
際限,さいげん
責務,せきむ
河童,かっぱ
飲み干す,のみほす
平静,へいせい
治める,おさめる
線香,せんこう
女史,じょし
最古,さいこ
風流,ふうりゅう
蹲る,うずくまる
唖然,あぜん
種族,しゅぞく
特,とく
渋々,しぶしぶ
膣,ちつ
併合,へいごう
統括,とうかつ
下腹,したはら
家中,かちゅう
嘘吐き,うそつき
嘘つき,うそつき
明け方,あけがた
反日,はんにち
巡回,じゅんかい
教示,きょうじ
俵,ひょう
乗り換え,のりかえ
海運,かいうん
重苦しい,おもくるしい
信任,しんにん
派閥,はばつ
生身,なまみ
慎む,つつしむ
拍車,はくしゃ
下車,げしゃ
湯気,ゆげ
範疇,はんちゅう
範ちゅう,はんちゅう
赤色,あかいろ
段取り,だんどり
奥底,おくそこ
素振り,そぶり
騒がしい,さわがしい
蕾,つぼみ
博打,ばくち
金剛,こんごう
覇権,はけん
ｐｒ,ぴーあーる
ＰＲ,ぴーあーる
中堅,ちゅうけん
帰省,きせい
洗浄,せんじょう
燕,つばめ
高官,こうかん
大掛かり,おおがかり
大がかり,おおがかり
降り注ぐ,ふりそそぐ
重宝,ちょうほう
表向き,おもてむき
皇族,こうぞく
講和,こうわ
中佐,ちゅうさ
持ち上がる,もちあがる
纏まり,まとまり
真摯,しんし
真し,しんし
正気,せいき
呪文,じゅもん
鬘,かつら
右肩,みぎかた
被験,ひけん
強気,つよき
愚,ぐ
箆,へら
転,てん
半径,はんけい
産出,さんしゅつ
比する,ひする
感知,かんち
試,し
益,えき
疾病,しっぺい
富裕,ふゆう
突出,とっしゅつ
華麗,かれい
混在,こんざい
禁物,きんもつ
月額,げつがく
余人,よじん
低迷,ていめい
身の上,みのうえ
究明,きゅうめい
辞職,じしょく
擽る,くすぐる
慰安,いあん
残留,ざんりゅう
脱退,だったい
懲役,ちょうえき
漂流,ひょうりゅう
矢印,やじるし
徹夜,てつや
細心,さいしん
染め,そめ
染,そめ
強迫,きょうはく
刻,こく
重傷,じゅうしょう
射殺,しゃさつ
寝,ね
茂み,しげみ
公卿,くぎょう
夢想,むそう
着陸,ちゃくりく
転送,てんそう
先入,せんにゅう
気遣い,きづかい
貧弱,ひんじゃく
栓,せん
当方,とうほう
覚束無い,おぼつかない
均一,きんいつ
引き換え,ひきかえ
偽り,いつわり
鰤,ぶり
霞む,かすむ
一手,いって
苔,こけ
由緒,ゆいしょ
遣り遂げる,やりとげる
やり遂げる,やりとげる
戸惑い,とまどい
命中,めいちゅう
作為,さくい
降下,こうか
床の間,とこのま
刺繍,ししゅう
介在,かいざい
解,かい
西暦,せいれき
間抜け,まぬけ
乱用,らんよう
値上げ,ねあげ
灯す,ともす
拠出,きょしゅつ
籤,くじ
占い師,うらないし
嵌め込む,はめこむ
はめ込む,はめこむ
生年,せいねん
回し,まわし
好き嫌い,すききらい
羽織る,はおる
勤勉,きんべん
女人,にょにん
見下す,みくだす
粘土,ねんど
感銘,かんめい
増減,ぞうげん
転校,てんこう
仕入れ,しいれ
浮き彫り,うきぼり
前例,ぜんれい
加担,かたん
証書,しょうしょ
見計らう,みはからう
参詣,さんけい
笠,かさ
授かる,さずかる
関税,かんぜい
小物,こもの
入り交じる,いりまじる
気まずい,きまずい
絡める,からめる
締め括る,しめくくる
締めくくる,しめくくる
思い知らす,おもいしらす
望遠,ぼうえん
人力,じんりき
跨ぐ,またぐ
脱却,だっきゃく
下請け,したうけ
太郎,たろう
奪い取る,うばいとる
仮想,かそう
例年,れいねん
的中,てきちゅう
病理,びょうり
酸性,さんせい
瞬き,まばたき
突き進む,つきすすむ
切れ目,きれめ
のめり込む,のめりこむ
自閉,じへい
北斗,ほくと
壁面,へきめん
跳び,とび
至急,しきゅう
焼き肉,やきにく
砲弾,ほうだん
庄,しょう
突き上げる,つきあげる
斯様,かよう
購買,こうばい
結社,けっしゃ
股間,こかん
積み重ね,つみかさね
張り巡らす,はりめぐらす
張りめぐらす,はりめぐらす
手拭い,てぬぐい
手ぬぐい,てぬぐい
街頭,がいとう
割り当てる,わりあてる
刻々,こっこく
嘆き,なげき
抜き取る,ぬきとる
出稼ぎ,でかせぎ
必需,ひつじゅ
屯,たむろ
抜粋,ばっすい
聞き入れる,ききいれる
電動,でんどう
休止,きゅうし
廃虚,はいきょ
抗,こう
伝票,でんぴょう
裏手,うらて
進,しん
聴覚,ちょうかく
嘸かし,さぞかし
偽造,ぎぞう
目先,めさき
白紙,はくし
放浪,ほうろう
嘲笑,ちょうしょう
堪能,たんのう
割り当て,わりあて
化石,かせき
眩む,くらむ
責め,せめ
切り口,きりくち
節句,せっく
憤慨,ふんがい
報う,むくう
剥き出す,むきだす
むき出す,むきだす
侮る,あなどる
愛敬,あいきょう
屈める,かがめる
緊迫,きんぱく
節介,せっかい
軍備,ぐんび
本業,ほんぎょう
合わす,あわす
船頭,せんどう
万全,ばんぜん
可憐,かれん
突き当たる,つきあたる
祝儀,しゅうぎ
興す,おこす
波及,はきゅう
恐れ入る,おそれいる
薄ら,うっすら
尊ぶ,とうとぶ
色気,いろけ
増進,ぞうしん
沈没,ちんぼつ
役立てる,やくだてる
台地,だいち
連発,れんぱつ
蜂蜜,はちみつ
風船,ふうせん
受注,じゅちゅう
眼,がん
口説く,くどく
劣化,れっか
言い合う,いいあう
材質,ざいしつ
欺く,あざむく
味覚,みかく
洋風,ようふう
晴らす,はらす
賜物,たまもの
装束,しょうぞく
南蛮,なんばん
供述,きょうじゅつ
麒麟,きりん
薄,うす
老年,ろうねん
八幡,はちまん
社名,しゃめい
改定,かいてい
満点,まんてん
ぶら下げる,ぶらさげる
志士,しし
掻き回す,かきまわす
かき回す,かきまわす
弾み,はずみ
欅,けやき
聞き,きく
邪悪,じゃあく
問い質す,といただす
問いただす,といただす
年少,ねんしょう
懲りる,こりる
凶悪,きょうあく
威勢,いせい
抜擢,ばってき
公論,こうろん
怠い,だるい
幻覚,げんかく
不変,ふへん
炭鉱,たんこう
因縁,いんねん
名作,めいさく
卑しい,いやしい
白衣,はくい
原産,げんさん
熟する,じゅくする
持て余す,もてあます
伝授,でんじゅ
出頭,しゅっとう
才,さい
手遅れ,ておくれ
生気,せいき
勝ち取る,かちとる
狭間,はざま
村々,むらむら
林業,りんぎょう
稲妻,いなずま
重症,じゅうしょう
鈍感,どんかん
ａｍ,えーえむ
ＡＭ,えーえむ
奇,き
流れ出る,ながれでる
換気,かんき
航路,こうろ
閣下,かっか
魚雷,ぎょらい
物産,ぶっさん
軌跡,きせき
布教,ふきょう
封鎖,ふうさ
本場,ほんば
真偽,しんぎ
乾かす,かわかす
多め,おおめ
任期,にんき
顕微,けんび
上り詰める,のぼりつめる
上りつめる,のぼりつめる
思い返す,おもいかえす
大神,おおみかみ
起,き
導体,どうたい
美徳,びとく
刑法,けいほう
主演,しゅえん
門弟,もんてい
借地,しゃくち
納入,のうにゅう
外食,がいしょく
電器,でんき
乗組,のりくみ
乗り組み,のりくみ
災難,さいなん
堆積,たいせき
優勢,ゆうせい
身構える,みがまえる
重たい,おもたい
引っ込む,ひっこむ
逃走,とうそう
白書,はくしょ
浜辺,はまべ
傷跡,きずあと
終末,しゅうまつ
悪徳,あくとく
好調,こうちょう
口々,くちぐち
量的,りょうてき
書き上げる,かきあげる
過酷,かこく
陳列,ちんれつ
陽光,ようこう
駆け巡る,かけめぐる
駆けめぐる,かけめぐる
宛てる,あてる
臼,うす
窯,かま
疎外,そがい
匙,さじ
手柄,てがら
本題,ほんだい
後回し,あとまわし
不全,ふぜん
浮き上がる,うきあがる
抱っこ,だっこ
風貌,ふうぼう
夷,えびす
枚数,まいすう
厭う,いとう
反逆,はんぎゃく
弱まる,よわまる
落語,らくご
監獄,かんごく
切り抜ける,きりぬける
素性,そせい
奔走,ほんそう
萎縮,いしゅく
小まめ,こまめ
投与,とうよ
泊める,とめる
揺るがす,ゆるがす
光栄,こうえい
効き目,ききめ
小指,こゆび
駆け引き,かけひき
謹慎,きんしん
包帯,ほうたい
平たい,ひらたい
遣わす,つかわす
婚,こん
地道,じみち
引っ掻く,ひっかく
古びる,ふるびる
靡く,なびく
切腹,せっぷく
和食,わしょく
根差す,ねざす
根ざす,ねざす
精通,せいつう
真っ向,まっこう
海豚,いるか
気圧,きあつ
家柄,いえがら
人込み,ひとごみ
性交,せいこう
強ばる,こわばる
変異,へんい
教祖,きょうそ
弾薬,だんやく
手答え,てごたえ
手ごたえ,てごたえ
城壁,じょうへき
鎖国,さこく
合掌,がっしょう
梅干し,うめぼし
懐く,なつく
透き通る,すきとおる
労使,ろうし
蕗,ふき
大らか,おおらか
牽引,けんいん
けん引,けんいん
簡略,かんりゃく
憂い,うれい
懇願,こんがん
充満,じゅうまん
攻勢,こうせい
過ぎ去る,すぎさる
糾弾,きゅうだん
食い込む,くいこむ
締まる,しまる
借用,しゃくよう
根っ子,ねっこ
根っこ,ねっこ
ｎｇｏ,えぬじーおー
ＮＧＯ,えぬじーおー
佇まい,たたずまい
念ずる,ねんずる
学業,がくぎょう
拍,はく
底辺,ていへん
裏返し,うらがえし
故事,こじ
脱落,だつらく
調印,ちょういん
擬装,ぎそう
問い詰める,といつめる
用法,ようほう
愛撫,あいぶ
男児,だんじ
適う,かなう
見返り,みかえり
尾行,びこう
唐辛子,とうがらし
内訳,うちわけ
進言,しんげん
金髪,きんぱつ
工房,こうぼう
座する,ざする
手早い,てばやい
苛酷,かこく
昼夜,ちゅうや
中退,ちゅうたい
取り返す,とりかえす
中部,ちゅうぶ
暴動,ぼうどう
仕切り,しきり
定量,ていりょう
帰り道,かえりみち
重荷,おもに
川沿い,かわぞい
活,かつ
木の葉,このは
客室,きゃくしつ
虚構,きょこう
文人,ぶんじん
庁舎,ちょうしゃ
心強い,こころづよい
渡り,わたり
船員,せんいん
声高,こわだか
前世,ぜんせい
草臥れる,くたびれる
言い放つ,いいはなつ
入園,にゅうえん
上げ,あげ
不潔,ふけつ
絶え間,たえま
納まる,おさまる
凍り付く,こおりつく
凍りつく,こおりつく
電機,でんき
斧,おの
務め,つとめ
差し,さし
増設,ぞうせつ
陵,りょう
田植え,たうえ
前々,まえまえ
隆盛,りゅうせい
光明,こうみょう
振り翳す,ふりかざす
振りかざす,ふりかざす
呆気ない,あっけない
居,きょ
遭難,そうなん
転居,てんきょ
舞い上がる,まいあがる
鉄鋼,てっこう
公使,こうし
歯止め,はどめ
行く手,ゆくて
迷信,めいしん
種目,しゅもく
臭,しゅう
発病,はつびょう
行程,こうてい
恋しい,こいしい
会釈,えしゃく
国交,こっこう
顕在,けんざい
密教,みっきょう
紛れ込む,まぎれこむ
老齢,ろうれい
後進,こうしん
般若,はんにゃ
自前,じまえ
同義,どうぎ
長ける,たける
安置,あんち
火薬,かやく
常々,つねづね
受動,じゅどう
投書,とうしょ
行き交う,いきかう
張り出す,はりだす
惑わす,まどわす
揺らす,ゆらす
甘え,あまえ
真っ青,まっさお
木霊,こだま
別冊,べっさつ
黒猫,くろねこ
誇示,こじ
公明,こうめい
最短,さいたん
刺し,さし
精進,しょうじん
不祥,ふしょう
小手,こて
埋葬,まいそう
憎い,にくい
偵察,ていさつ
背丈,せたけ
灯る,ともる
粉末,ふんまつ
踏み付ける,ふみつける
踏みつける,ふみつける
見破る,みやぶる
清める,きよめる
駱駝,らくだ
驚嘆,きょうたん
価,か
植わる,うわる
語り,かたり
梟,ふくろう
侯,こう
居座る,いすわる
習性,しゅうせい
西南,せいなん
後ろ向き,うしろむき
気性,きしょう
支柱,しちゅう
徒ら,いたずら
技量,ぎりょう
中性,ちゅうせい
隠蔽,いんぺい
隠ぺい,いんぺい
低温,ていおん
切迫,せっぱく
和室,わしつ
動植物,どうしょくぶつ
専制,せんせい
入植,にゅうしょく
戯れる,たわむれる
校庭,こうてい
被爆,ひばく
善悪,ぜんあく
軍需,ぐんじゅ
戦隊,せんたい
抱き付く,だきつく
抱きつく,だきつく
新型,しんがた
仏像,ぶつぞう
代弁,だいべん
荒野,あらの
錆びる,さびる
風呂場,ふろば
ふろ場,ふろば
没,ぼつ
皹,ひび
真宗,しんしゅう
主旨,しゅし
糧,かて
暫定,ざんてい
着々,ちゃくちゃく
煮物,にもの
薄める,うすめる
範,はん
侍女,じじょ
神学,しんがく
社外,しゃがい
霞,かすみ
直撃,ちょくげき
明け暮れる,あけくれる
裏口,うらぐち
表出,ひょうしゅつ
損する,そんする
四半,しはん
実効,じっこう
算,さん
大口,おおぐち
単調,たんちょう
密集,みっしゅう
誘致,ゆうち
悟り,さとり
専属,せんぞく
憲兵,けんぺい
仕込む,しこむ
辞,じ
見栄,みえ
原油,げんゆ
衣料,いりょう
移り住む,うつりすむ
氷河,ひょうが
裏返す,うらがえす
甘んずる,あまんずる
高め,たかめ
剥ぐ,はぐ
均す,ならす
彷徨く,うろつく
重り,おもり
風格,ふうかく
飢え,うえ
競い合う,きそいあう
漁場,ぎょば
夏場,なつば
小川,おがわ
絶する,ぜっする
灘,なだ
敬語,けいご
詮索,せんさく
取り外す,とりはずす
概観,がいかん
寿,ことぶき
請け負う,うけおう
横目,よこめ
悪人,あくにん
続行,ぞっこう
仄か,ほのか
通り越す,とおりこす
拾い上げる,ひろいあげる
曝け出す,さらけだす
さらけ出す,さらけだす
興業,こうぎょう
学界,がっかい
取り去る,とりさる
鰹節,かつおぶし
カツオ節,かつおぶし
逆さ,さかさ
蒔く,まく
探し,さがし
片側,かたがわ
尾根,おね
乳母,うば
朝夕,あさゆう
囚,しゅう
没収,ぼっしゅう
歌人,かじん
蕪,かぶ
窒素,ちっそ
同種,どうしゅ
店先,みせさき
要塞,ようさい
失調,しっちょう
負わす,おわす
突っ走る,つっぱしる
炊事,すいじ
弛む,たるむ
半額,はんがく
本尊,ほんぞん
冷酷,れいこく
文言,もんごん
絶叫,ぜっきょう
得策,とくさく
上演,じょうえん
王者,おうじゃ
抹殺,まっさつ
士気,しき
退学,たいがく
遣り繰り,やりくり
献身,けんしん
国債,こくさい
額面,がくめん
聖地,せいち
蒸発,じょうはつ
献上,けんじょう
占有,せんゆう
安泰,あんたい
号令,ごうれい
埋没,まいぼつ
進駐,しんちゅう
憂える,うれえる
大腸,だいちょう
親近,しんきん
対戦,たいせん
長者,ちょうじゃ
表題,ひょうだい
見聞,けんぶん
流し込む,ながしこむ
実地,じっち
無口,むくち
広義,こうぎ
日帰り,ひがえり
少将,しょうしょう
温もり,ぬくもり
面々,めんめん
思索,しさく
菩提,ぼだい
胴体,どうたい
同法,どうほう
適格,てきかく
器量,きりょう
極秘,ごくひ
財閥,ざいばつ
紛失,ふんしつ
合わせ持つ,あわせもつ
遅らせる,おくらせる
哀れむ,あわれむ
跪く,ひざまずく
明言,めいげん
述懐,じゅっかい
過疎,かそ
詳述,しょうじゅつ
毅然,きぜん
神事,しんじ
虚,うつろ
淀む,よどむ
合点,がってん
牡蠣,かき
北国,きたぐに
開国,かいこく
養殖,ようしょく
不平,ふへい
前節,ぜんせつ
雑巾,ぞうきん
撤去,てっきょ
狼狽,ろうばい
鱒,ます
国政,こくせい
旅客,りょかく
常傭,じょうよう
組み替え,くみかえ
頻発,ひんぱつ
掻き混ぜる,かきまぜる
かき混ぜる,かきまぜる
擦り付ける,こすりつける
国体,こくたい
辺境,へんきょう
航行,こうこう
組長,くみちょう
土器,どき
旧約,きゅうやく
早起き,はやおき
助長,じょちょう
巻き上げる,まきあげる
下段,げだん
温か,しらぎ
新羅,しらぎ
奮闘,のみ
新羅,そうじて
総じて,そうじて
鑿,のみ
縮む,ふんとう
奮闘,ふんとう
総じて,ちぢむ
縮む,ちぢむ
突き刺す,つきさす
溜め込む,ためこむ
ため込む,ためこむ
思慮,しりょ
対価,たいか
水銀,すいぎん
諸侯,しょこう
修繕,しゅうぜん
日の丸,ひのまる
当惑,とうわく
紺,こん
仮設,かせつ
雑木,ぞうき
社宅,しゃたく
纏わり付く,まとわりつく
太閤,たいこう
製剤,せいざい
催眠,さいみん
同類,どうるい
持て囃す,もてはやす
戦勝,せんしょう
否応,いやおう
同伴,どうはん
思い詰める,おもいつめる
閣議,かくぎ
温,おん
未遂,みすい
置き去り,おきざり
物心,ものごころ
倭国,わこく
切開,せっかい
子息,しそく
どん底,どんぞこ
突き放す,つきはなす
残虐,ざんぎゃく
乳児,にゅうじ
国学,こくがく
体裁,ていさい
裂ける,さける
税関,ぜいかん
見習い,みならい
見習,みならい
養,よう
喇叭,らっぱ
虚ろ,うつろ
退却,たいきゃく
車掌,しゃしょう
飛蝗,ばった
跳ぶ,とぶ
横行,おうこう
推奨,すいしょう
元帥,げんすい
忍び込む,しのびこむ
計測,けいそく
安楽,あんらく
時効,じこう
和服,わふく
返信,へんしん
引き籠もる,ひきこもる
引きこもる,ひきこもる
筏,いかだ
蓮,はす
焼き付く,やきつく
焼きつく,やきつく
一人っ子,ひとりっこ
本営,ほんえい
同上,どうじょう
